ISBN;Title;Authors;Publisher;Edition;Location;Genre;Price;MaxLoanDays;MediaType;CreatedBy
1075670691;Ernährungstagebuch;Ernahrungs Tagebuch;Independently Published;120;Shelf-22;Diverses;23.84;14;E-Book;import
9783836545303;Logo modernism;Jens Müller;TASCHEN;1;Shelf-17;Logotypes (Printing);12.08;14;Book;import
9788371298202;Disclosure;Michael Crichton;Club degli editori;44;Shelf-33;Detective and mystery fiction;28.42;14;DVD;import
1976038057;Flatland;Edwin Abbott Abbott;B.G. Teubner;327;Shelf-4;Fourth dimension;21.63;14;DVD;import
0593073916;Night school;Lee Child;BooksOnTape;25;Shelf-38;Murder;11.86;14;E-Book;import
0593073916;Night school;Lee Child;BooksOnTape;25;Shelf-39;Murder;19.59;14;Magazin;import
9781727825404;The house of souls;Arthur Machen;Outlook Verlag;86;Shelf-10;English Horror tales;11.16;14;Book;import
9781491047316;The Wizard;H. Rider Haggard;Barnes & Noble, Incorporated;170;Shelf-29;Fiction, action & adventure;43.65;14;Book;import
3596512492;The Bone People;Keri Hulme;Penguin (Non-Classics);22;Shelf-21;Man Booker Prize Winner;28.86;14;DVD;import
978-0000000000;Neue Sachlichkeit und Realismus;Unbekannt;Museum des 20. Jahrhunderts;1;Shelf-28;Diverses;21.02;14;Magazin;import
1977691595;MacBeth;William Shakespeare;Publishers of the Valley;108;Shelf-35;British and irish drama (dramatic works by one author);43.21;14;Book;import
1977691595;MacBeth;William Shakespeare;Publishers of the Valley;108;Shelf-35;British and irish drama (dramatic works by one author);27.91;14;DVD;import
9781149403426;History of European morals;William Edward Hartpole Lecky;Franklin Classics;102;Shelf-12;Ethics;22.41;14;E-Book;import
2070270408;The Inheritors;William Golding;Penguin Audiobooks;37;Shelf-28;English Science fiction;19.24;14;Magazin;import
9780553227352;Life After Life;Raymond A. Moody|Dick Hill;Bantam in association with Mockingbird books;62;Shelf-27;Near-death experiences;23.38;14;E-Book;import
9780553227352;Life After Life;Raymond A. Moody|Dick Hill;Bantam in association with Mockingbird books;62;Shelf-13;Near-death experiences;38.83;14;E-Book;import
9783957361066;Unfuck Yourself;Gary John Bishop;L.E.O.;1;Shelf-24;Diverses;26.21;14;DVD;import
1680680587;We Are Legion;Dennis E. Taylor;Saga Press;7;Shelf-30;Artificial intelligence;20.89;14;E-Book;import
1680680587;We Are Legion;Dennis E. Taylor;Saga Press;7;Shelf-27;Artificial intelligence;36.22;14;Magazin;import
9789754056198;Shock wave;Clive Cussler;Pocket;29;Shelf-25;Dirk Pitt (Fictitious character);37.59;14;Book;import
9781560548812;Dragon tears;Dean Koontz;Vergara Editor S.A.;33;Shelf-4;Fiction, thrillers, suspense;30.72;14;E-Book;import
9798497203103;Twelfth night;William Shakespeare;Leopold Classic Library;283;Shelf-16;Plays;15.01;14;Magazin;import
9780764513695;La Guia Facil del Sexo for Dummies;Ruth K. Westheimer|Pierre A. Lehu|Pierre Lehu;Planeta (Dummies);32;Shelf-29;Foreign Language Study;25.55;14;DVD;import
0425106292;Sylvester, or, The Wicked Uncle;Georgette Heyer;Books On Tape;36;Shelf-27;Fiction, Romance, Historical, Regency;11.96;14;Magazin;import
0425106292;Sylvester, or, The Wicked Uncle;Georgette Heyer;Books On Tape;36;Shelf-21;Fiction, Romance, Historical, Regency;24.59;14;Magazin;import
0425106292;Sylvester, or, The Wicked Uncle;Georgette Heyer;Books On Tape;36;Shelf-38;Fiction, Romance, Historical, Regency;11.52;14;Magazin;import
9798647630209;The House of Arden;Edith Nesbit;Puffin;83;Shelf-11;Buried  treasure;20.19;14;E-Book;import
014118552X;Sweet Thursday;John Steinbeck;Aims Intl Books Corp;52;Shelf-39;American literature;29.54;14;DVD;import
1676735860;The Yellow God;H. Rider Haggard;Barnes & Noble, Incorporated;100;Shelf-11;Fiction;44.61;14;E-Book;import
1676735860;The Yellow God;H. Rider Haggard;Barnes & Noble, Incorporated;100;Shelf-30;Fiction;13.11;14;DVD;import
9780451525987;Dodsworth;Sinclair Lewis;Albatross;91;Shelf-7;Fiction;41.50;14;DVD;import
9780451525987;Dodsworth;Sinclair Lewis;Albatross;91;Shelf-11;Fiction;31.32;14;E-Book;import
3518407759;Lituma en los Andes;Mario Vargas Llosa;Austral;70;Shelf-22;Unteroffizier;22.63;14;DVD;import
3518407759;Lituma en los Andes;Mario Vargas Llosa;Austral;70;Shelf-34;Unteroffizier;29.09;14;Book;import
3518407759;Lituma en los Andes;Mario Vargas Llosa;Austral;70;Shelf-2;Unteroffizier;37.12;14;Magazin;import
9781441813824;The witness;Sandra Brown;Editorial Planeta, S.A. (Barcelona);28;Shelf-4;Fiction;42.26;14;Magazin;import
9781441813824;The witness;Sandra Brown;Editorial Planeta, S.A. (Barcelona);28;Shelf-5;Fiction;20.63;14;Magazin;import
9781441813824;The witness;Sandra Brown;Editorial Planeta, S.A. (Barcelona);28;Shelf-9;Fiction;24.62;14;Book;import
9788471690357;The conquest of Granada;Washington Irving;Barnes & Noble, Incorporated;139;Shelf-24;History;35.33;14;DVD;import
9781380002129;The house on the strand;Daphne du Maurier;"Doubleday; Repaired Binding edition (Jun. 1969)";41;Shelf-32;Fiction in English;22.17;14;E-Book;import
5552314131;Nobody Nowhere;Donna Williams;Books On Tape;19;Shelf-40;Biography;10.83;14;Book;import
0442220707;Drei Kameraden;Erich Maria Remarque;Welt im Buch;47;Shelf-32;Fiction;29.49;14;Magazin;import
9780434991419;Tusculanae disputationes;Cicero;G.P. Putnam's Sons;85;Shelf-11;Early works to 1800;20.48;14;Book;import
0344579433;Richard Wagner über Tristan und Isolde;Richard Wagner|Nicholas John|Andrew Porter|John Luke Rose|Anthony Negus|Timothy McFarland|Patrick Carnegy|Martin Swales|Richard Le Gallienne|Edward Ziegler|Alfred Forman|Arnold Shaw|Edward 1870- Ziegler|Henry Grafton Chapman|H E Krebiel|Stewart Robb;Stabilimento musicale di F. Lucca;165;Shelf-11;Librettos;42.39;14;DVD;import
0061767700;Nation;Terry Pratchett|Stephen Briggs;Harpercollins Childrens;33;Shelf-5;Fiction;26.58;14;Book;import
0061767700;Nation;Terry Pratchett|Stephen Briggs;Harpercollins Childrens;33;Shelf-12;Fiction;32.15;14;Magazin;import
1688751246;Kita Planer 2019 / 2020;Kitakalender Geschenk;Independently Published;174;Shelf-28;Diverses;23.12;14;E-Book;import
1689448830;Lehrerkalender 2019 2020 A5;Lehrer Kalender Publishing;Independently Published;201;Shelf-8;Diverses;36.46;14;Book;import
9781687682369;Wochenplaner;Wassermelone Wochenplaner;Independently Published;114;Shelf-38;Diverses;31.08;14;Book;import
9781687682369;Wochenplaner;Wassermelone Wochenplaner;Independently Published;114;Shelf-19;Diverses;13.30;14;E-Book;import
9798465580977;Haushaltsbuch/Jahresplaner, Für Erwachsene, Jugendliche und Senioren;Steffis Haushaltsbuch;Independently Published;102;Shelf-23;Diverses;14.78;14;Book;import
9798465580977;Haushaltsbuch/Jahresplaner, Für Erwachsene, Jugendliche und Senioren;Steffis Haushaltsbuch;Independently Published;102;Shelf-24;Diverses;13.51;14;DVD;import
9781077658905;2020;Gabi Siebenhuhner;Independently Published;331;Shelf-32;Diverses;24.32;14;Magazin;import
1672679710;Terminplaner;Retro Kal Retro Liebhaber Geschenkideen;Independently published;120;Shelf-17;Diverses;25.70;14;Magazin;import
1694203182;Jahresplaner 2020;Jahresplaner Und Kalende Terminkalender;Independently Published;144;Shelf-31;Diverses;10.65;14;E-Book;import
9798669305802;Kalendix 2021;Kai-Uwe Schüttler;Independently Published;303;Shelf-36;Diverses;38.56;14;E-Book;import
9781977788955;Pinocchio;Carlo Collodi;Blurb;98;Shelf-9;Pinocchio (fictitious character), fiction;28.44;14;E-Book;import
9780684188300;The courage of Sarah Noble;Alice Dalgliesh;Aladdin Books;5;Shelf-32;Frontier and pioneer life;24.19;14;Book;import
9781095391136;Plays (Macbeth / Othello);William Shakespeare;Editions Caurette;116;Shelf-37;Diverses;21.25;14;DVD;import
9781095391136;Plays (Macbeth / Othello);William Shakespeare;Editions Caurette;116;Shelf-40;Diverses;20.99;14;Magazin;import
9781095391136;Plays (Macbeth / Othello);William Shakespeare;Editions Caurette;116;Shelf-2;Diverses;33.00;14;Magazin;import
0140241078;Idoru;William Gibson;PAN/Norstedts;30;Shelf-3;Fiction;31.15;14;Magazin;import
0140241078;Idoru;William Gibson;PAN/Norstedts;30;Shelf-30;Fiction;35.28;14;E-Book;import
0140241078;Idoru;William Gibson;PAN/Norstedts;30;Shelf-6;Fiction;26.47;14;Book;import
1073661156;Mein Stickeralbum;Mein Mein Stickeralbum;Independently Published;165;Shelf-40;Diverses;40.20;14;Book;import
1073661156;Mein Stickeralbum;Mein Mein Stickeralbum;Independently Published;165;Shelf-19;Diverses;26.39;14;E-Book;import
9781650979670;Strolchis Tagebuch;Beatrice Kobras;Independently published;117;Shelf-22;Diverses;15.16;14;E-Book;import
1791538967;Danke F;Jessicas Notebooks;Independently Published;96;Shelf-38;Diverses;33.29;14;DVD;import
1791538967;Danke F;Jessicas Notebooks;Independently Published;96;Shelf-20;Diverses;40.46;14;DVD;import
3721201450;Grid systems in graphic design;Unbekannt;Arthur Niggli;1;Shelf-0;Grids (Typographic design);25.79;14;Book;import
9781509848522;El invierno del mundo / Winter of the World;Ken Follett;Robert Laffont;28;Shelf-32;Fiction;43.96;14;DVD;import
9780749304485;The Foundling;Georgette Heyer;Harlequin;39;Shelf-23;1940s;29.23;14;E-Book;import
9780749304485;The Foundling;Georgette Heyer;Harlequin;39;Shelf-7;1940s;35.10;14;Book;import
1546490973;Cyrano de Bergerac;Edmond Rostand;Bantam Books;105;Shelf-0;Drama;22.60;14;DVD;import
0141194081;The last tycoon: an unfinished novel;F. Scott Fitzgerald;Sterling Audio Books;63;Shelf-27;Fiction;41.18;14;Book;import
8380492978;H Is for Hawk;Helen Macdonald;Ático de los libros;29;Shelf-32;Grief;14.16;14;E-Book;import
9780613918541;Lord Valentine's Castle;Robert Silverberg;Orion Publishing Group, Limited;29;Shelf-17;Fiction, science fiction, general;38.73;14;Book;import
9780613918541;Lord Valentine's Castle;Robert Silverberg;Orion Publishing Group, Limited;29;Shelf-27;Fiction, science fiction, general;30.33;14;DVD;import
9780613918541;Lord Valentine's Castle;Robert Silverberg;Orion Publishing Group, Limited;29;Shelf-39;Fiction, science fiction, general;42.68;14;DVD;import
1417920793;Conversations of Goethe with Eckermann and Soret;Johann Wolfgang von Goethe|Johann Peter Eckermann|Otto Schönberger;Greiner;86;Shelf-7;Biography;40.40;14;Book;import
8488045379;Goya;Francisco Goya;Palais des Beaux-Arts;57;Shelf-1;Catalogues raisonnés;15.19;14;Book;import
0449452565;The shadow of the Lynx / Victoria Holt;Eleanor Burford;Vergara Editor S.A.;37;Shelf-4;Fiction in English;24.29;14;E-Book;import
9798766692614;The Seventh Man;Frederick Faust;Only Books;191;Shelf-12;Large type books;37.09;14;Book;import
9781473374669;The adventures of Captain Bonneville, U.S.A.;Washington Irving|Benjamin Louis Eulalie De Bonneville;tredition Verlag;145;Shelf-22;Description and travel;27.51;14;Book;import
9780006531142;Come, tell me how you live;Agatha Christie;Pocket;36;Shelf-1;Social life and customs;26.09;14;E-Book;import
1519379013;The Wanderer's Necklace;H. Rider Haggard;Minerva's Owl;106;Shelf-36;Fiction;20.03;14;Book;import
0141345314;Trollvinter;Tove Jansson;Nasza Księg.;33;Shelf-21;Children's fiction;23.71;14;E-Book;import
0141345314;Trollvinter;Tove Jansson;Nasza Księg.;33;Shelf-3;Children's fiction;38.71;14;DVD;import
9782266082600;Au bonheur des dames;Émile Zola;L'Ecole des loisirs;55;Shelf-15;Department stores;35.84;14;Book;import
9780048820426;Τρῳάδες;Euripides;Methuen Drama;69;Shelf-12;Trojan War;26.58;14;DVD;import
9780837604527;Caves du Vatican;André Gide|Julian Evans|Dorothy Bussy;Kessinger Publishing;97;Shelf-23;Continental european fiction (fictional works by one author);22.42;14;Magazin;import
9780837604527;Caves du Vatican;André Gide|Julian Evans|Dorothy Bussy;Kessinger Publishing;97;Shelf-36;Continental european fiction (fictional works by one author);32.92;14;E-Book;import
9781299761094;La guerra de guerrillas;"Che Guevara|Harry ""Pombo"" Villegas|Brian Loveman|Davies, Thomas M., Jr.|Jason Manuel Olazabal";Manchester University Press;53;Shelf-12;Guerrilla warfare;33.40;14;DVD;import
9780865473041;West with the night;Beryl Markham;Virago;29;Shelf-2;Air pilots;12.70;14;Book;import
9780446581745;The Quickie;James Patterson|Michael Ledwidge;Little Brown & Company;33;Shelf-11;Fiction;41.65;14;Book;import
9780446581745;The Quickie;James Patterson|Michael Ledwidge;Little Brown & Company;33;Shelf-9;Fiction;37.43;14;E-Book;import
9780446581745;The Quickie;James Patterson|Michael Ledwidge;Little Brown & Company;33;Shelf-24;Fiction;23.44;14;Book;import
9780341671008;Overture to Tannhauser;Richard Wagner|Staatsoper Berlin;BBC;131;Shelf-25;Overtures;10.69;14;Book;import
9782228307734;Totem und Tabu;Sigmund Freud;Penguin;51;Shelf-26;Totemism;39.17;14;E-Book;import
9782228307734;Totem und Tabu;Sigmund Freud;Penguin;51;Shelf-27;Totemism;11.98;14;Magazin;import
9782228307734;Totem und Tabu;Sigmund Freud;Penguin;51;Shelf-26;Totemism;44.84;14;E-Book;import
9781435270305;Deadhouse Gates (The Malazan Book of the Fallen, Book 2);Steven Erikson;LA Factoria De Ideas;19;Shelf-22;Fiction, science fiction, space opera;18.60;14;Magazin;import
9781410419019;Turn Coat;Jim Butcher;Thorndike Press;7;Shelf-23;The Dresden Files (series);26.50;14;Book;import
0316077054;Beautiful Darkness (Beautiful Creatures Series, Book 2);Kami Garcia|Margaret Stohl;Little, Brown;15;Shelf-27;Romance fiction;21.90;14;E-Book;import
0316077054;Beautiful Darkness (Beautiful Creatures Series, Book 2);Kami Garcia|Margaret Stohl;Little, Brown;15;Shelf-30;Romance fiction;33.48;14;Magazin;import
0316077054;Beautiful Darkness (Beautiful Creatures Series, Book 2);Kami Garcia|Margaret Stohl;Little, Brown;15;Shelf-13;Romance fiction;24.31;14;E-Book;import
9798638663711;Mein Welpentagebuch;JeanettesPets;Independently Published;98;Shelf-28;Diverses;24.12;14;Book;import
9798638663711;Mein Welpentagebuch;JeanettesPets;Independently Published;98;Shelf-26;Diverses;15.33;14;Book;import
1596007680;The Reef;Nora Roberts;Berkley Books;31;Shelf-16;Love stories, American;42.70;14;Book;import
078072576X;Mummies in the Morning;Mary Pope Osborne;Ediciones SM;34;Shelf-27;Fiction;15.68;14;E-Book;import
0316468134;The Chemist;Stephenie Meyer;FISCHER Taschenbuch;18;Shelf-36;Fiction, espionage;20.96;14;Book;import
3100970365;Der Brief einer Unbekannten;Stefan Zweig;Livraphone;96;Shelf-17;Translations into Russian;24.29;14;E-Book;import
3100970365;Der Brief einer Unbekannten;Stefan Zweig;Livraphone;96;Shelf-32;Translations into Russian;40.13;14;DVD;import
3100970365;Der Brief einer Unbekannten;Stefan Zweig;Livraphone;96;Shelf-2;Translations into Russian;44.44;14;Book;import
843393127X;A Pale View of Hills;Kazuo Ishiguro;Vintage Books;21;Shelf-4;Suicide victims;38.68;14;DVD;import
9780906495308;About Looking;John Berger;Writers and Readers, 1980.;9;Shelf-33;Art;35.30;14;Magazin;import
0285635867;Zero;Charles Seife;TBS/GBS/Transworld;16;Shelf-29;Mathematics;26.10;14;Book;import
2092574647;Carve the Mark;Veronica Roth;Thorndike Press Large Print;19;Shelf-20;Science fiction;26.00;14;Magazin;import
9783404201969;Queen of Sorcery;David Eddings;Bastei Lübbe;15;Shelf-19;Fantasy;33.97;14;Book;import
9780553269826;Sundiver;David Brin|George Wilson;LA Factoria De Ideas;21;Shelf-18;Uplift;36.16;14;E-Book;import
9780330320023;Last Chance to See;Douglas Adams|Mark Carwardine;Pan Books;19;Shelf-6;Travel;38.78;14;DVD;import
9783251201860;Time out of joint;Philip K. Dick;Dell;21;Shelf-13;American Science fiction;31.68;14;DVD;import
9781407081335;Duplicate Death;Georgette Heyer;Bantam;41;Shelf-2;1950s;35.79;14;E-Book;import
2020404567;Waiting for the Barbarians;J. M. Coetzee;Secker & Warburg;30;Shelf-24;Administradores coloniales;25.58;14;E-Book;import
9783596320554;Kirkland Revels;Eleanor Burford;Creative Stress Mgmt;35;Shelf-33;Fiction;35.20;14;Magazin;import
9789867896827;Skinwalkers;Tony Hillerman;Rowohlt;30;Shelf-9;Fiction;28.42;14;Magazin;import
9789867896827;Skinwalkers;Tony Hillerman;Rowohlt;30;Shelf-32;Fiction;36.17;14;Magazin;import
9789867896827;Skinwalkers;Tony Hillerman;Rowohlt;30;Shelf-35;Fiction;34.46;14;Book;import
3760811657;Theogony;Hesiod;F. Serra;28;Shelf-0;Translations into English;25.06;14;E-Book;import
9781730763014;Miss Mapp;E. F. Benson;Piper;94;Shelf-27;Fiction;11.86;14;DVD;import
8129108003;Hotel;Arthur Hailey;Corgi;45;Shelf-18;Hotels;17.14;14;Book;import
8129108003;Hotel;Arthur Hailey;Corgi;45;Shelf-15;Hotels;38.16;14;Magazin;import
8129108003;Hotel;Arthur Hailey;Corgi;45;Shelf-10;Hotels;22.68;14;DVD;import
0671220276;Anaphora ston Gkreko;Nikos Kazantzakis;Rowohlt TB-V., Rnb.;29;Shelf-13;Authors, Greek (Modern);44.41;14;DVD;import
1983797847;The Greene murder case;Willard Huntington Wright;Penzler Publishers;88;Shelf-27;Philo Vance (Fictitious character);27.61;14;Book;import
1983797847;The Greene murder case;Willard Huntington Wright;Penzler Publishers;88;Shelf-17;Philo Vance (Fictitious character);32.55;14;E-Book;import
1983797847;The Greene murder case;Willard Huntington Wright;Penzler Publishers;88;Shelf-2;Philo Vance (Fictitious character);28.14;14;E-Book;import
9780471717065;Dicho Y Hecho;Laila M. Dawson|Albert C. Dawson|Dulce M. Garcia|Kim Potowski|Silvia Sobral;J. Wiley & Sons;62;Shelf-24;English;23.71;14;Magazin;import
1013535251;Zukunft einer Illusion;Sigmund Freud;Hogarth Press;43;Shelf-30;Psychoanalysis;37.72;14;E-Book;import
9780440242000;Bleachers;John Grisham;;32;Shelf-35;Death;39.57;14;DVD;import
9783453053205;The Cradle Will Fall;Mary Higgins Clark;Literary Express;32;Shelf-39;Open Library Staff Picks;31.90;14;Book;import
1691238309;"Mein Wohlf&#65533;hltagebuch - Edition Bipolar";Bipolare Affektive St Emotionstagebuch;Independently Published;98;Shelf-25;Diverses;12.95;14;E-Book;import
9780517098783;Lies of Silence;Brian Moore;Langensch.-Hachette, M;33;Shelf-2;New York Times reviewed;31.10;14;Book;import
8854807095;Selections;Aristotle;Desclée;48;Shelf-17;Ancient Philosophy;22.88;14;Book;import
9781984856036;A Swim in a Pond in the Rain;George Saunders;Random House Publishing Group;7;Shelf-17;Criticism;28.49;14;Magazin;import
9780586064177;Silverthorn;Raymond E. Feist;Bantam Books;16;Shelf-35;Fiction;12.23;14;DVD;import
8440683134;Generation X;Douglas Coupland;Wiken;13;Shelf-10;Fiction;38.27;14;Book;import
9780743215565;The Constant Gardener;John le Carré;Chivers Sound Library;30;Shelf-1;John le Carré;29.93;14;DVD;import
9782070402472;Les années;Annie Ernaux;De Arbeiderspers;23;Shelf-10;Fiction, general;43.73;14;Magazin;import
9782070402472;Les années;Annie Ernaux;De Arbeiderspers;23;Shelf-24;Fiction, general;30.15;14;DVD;import
9783423016469;The Mutiny of the Elsinore;Jack London;Hard Press;91;Shelf-16;Mutiny in fiction;10.51;14;DVD;import
1596874554;This Immortal;Roger Zelazny;Baen Publishing;31;Shelf-15;American Science fiction;35.02;14;Magazin;import
9781569715284;Akira, Vol. 1;Katsuhiro Ōtomo;Editora JBC;15;Shelf-6;Teenagers;24.70;14;E-Book;import
0099503948;Sexing the Cherry;Jeanette Winterson;LUMEN;27;Shelf-17;London (England), fiction;24.76;14;E-Book;import
9780901787330;Neo-colonialism;Kwame Nkrumah;International Publishers Co;25;Shelf-2;Foreign Investments;15.18;14;Book;import
